RecipientCountryCode,Year,ReportingOrgID,ReportingOrgName,ReportingOrgType,TransactionProviderID,TransactionProviderName,TransactionProviderType,checkID,ReportingOrgIDRevised,ReportingOrgNameRevised,ReportingOrgTypeRevised
UA,2022,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"UA-2022-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
AF,2020,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"AF-2020-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
UA,2024,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"UA-2024-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
SD,2024,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"SD-2024-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
AF,2024,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"AF-2024-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
UA,2023,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"UA-2023-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
SD,2023,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"SD-2023-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
AF,2023,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"AF-2023-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
PS,2021,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"PS-2021-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
AF,2022,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"AF-2022-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
AF,2021,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"AF-2021-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
PS,2022,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"PS-2022-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
SD,2022,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"SD-2022-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
SD,2020,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"SD-2020-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
SD,2021,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"SD-2021-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
UA,2021,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"UA-2021-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
UA,2022,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"UA-2022-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
PS,2024,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"PS-2024-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
PS,2023,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"PS-2023-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
AF,2023,GB-COH-1100897,Aga Khan Foundation (United Kingdom),21,GB-COH-1100897,AKF(UK),21,AF-2023-GB-COH-1100897-Aga Khan Foundation (United Kingdom)-GB-COH-1100897-AKF(UK),GB-COH-1100897,Aga Khan Foundation (United Kingdom),21
AF,2022,GB-COH-1100897,Aga Khan Foundation (United Kingdom),21,GB-COH-1100897,AKF(UK),21,AF-2022-GB-COH-1100897-Aga Khan Foundation (United Kingdom)-GB-COH-1100897-AKF(UK),GB-COH-1100897,Aga Khan Foundation (United Kingdom),21
AF,2021,GB-COH-1100897,Aga Khan Foundation (United Kingdom),21,GB-COH-1100897,AKF(UK),21,AF-2021-GB-COH-1100897-Aga Khan Foundation (United Kingdom)-GB-COH-1100897-AKF(UK),GB-COH-1100897,Aga Khan Foundation (United Kingdom),21
AF,2023,GB-COH-1100897,Aga Khan Foundation (United Kingdom),21,GB-COH-1100897,AKF UK,21,AF-2023-GB-COH-1100897-Aga Khan Foundation (United Kingdom)-GB-COH-1100897-AKF UK,GB-COH-1100897,Aga Khan Foundation (United Kingdom),21
SO,2023,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,NA,SO-2023-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10
SO,2022,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,NA,SO-2022-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10
SO,2024,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,NA,SO-2024-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10
SO,2021,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,NA,SO-2021-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10
AF,2024,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,NA,AF-2024-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10
UA,2024,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,NA,UA-2024-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10
